0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Class-1,Class-2,Class-3
2.0,40,19,1.0,22,259169.0,1.0,5.0,0,4,2,0,4,1.0,9,1,0,3,3,414871.0,0,1.0,49,1,1,1,1
9.0,45,26,21.0,63,141511.0,1.0,1.0,0,4,2,0,5,1.0,9,5,0,3,1,152263.0,0,1.0,45,1,1,0,1
2.0,40,43,1.0,36,285200.0,2.0,2.0,0,1,3,0,4,1.0,13,4,0,1,3,130126.0,0,1.0,27,8,1,1,0
6.0,75,32,5.0,29,227332.0,6.0,1.0,0,5,3,0,4,1.0,15,1,0,1,1,111363.0,0,1.0,36,4,1,1,0
6.0,40,28,1.0,23,350977.0,1.0,1.0,0,1,4,15024,2,1.0,13,2,0,3,1,132078.0,0,1.0,31,2,1,0,1
6.0,40,43,1.0,33,183683.0,4.0,1.0,0,1,3,0,1,1.0,13,6,0,1,1,369468.0,1977,1.0,25,4,1,1,0
4.0,48,38,1.0,64,111553.0,1.0,1.0,0,1,3,0,2,1.0,13,2,5178,1,1,91039.0,0,1.0,27,4,1,1,0
2.0,40,62,1.0,32,341954.0,5.0,1.0,0,4,4,0,1,1.0,9,1,0,2,2,103344.0,0,5.0,40,14,1,1,1
2.0,50,45,1.0,37,89737.0,1.0,1.0,0,4,3,0,1,1.0,9,1,0,1,1,139571.0,0,2.0,19,1,1,1,0
2.0,40,32,1.0,41,177858.0,1.0,1.0,0,4,2,0,6,1.0,9,7,0,2,5,183801.0,0,,34,10,1,1,1
6.0,10,21,1.0,31,129764.0,1.0,1.0,0,2,2,0,1,1.0,10,7,0,3,6,304949.0,0,1.0,49,2,1,0,1
6.0,45,34,1.0,33,157249.0,1.0,2.0,0,11,3,0,4,1.0,14,11,0,1,2,36385.0,0,3.0,77,4,1,1,0
6.0,48,56,1.0,72,216999.0,1.0,1.0,0,4,4,0,2,1.0,9,4,0,2,2,294209.0,0,3.0,71,4,1,0,1
4.0,40,42,1.0,24,343121.0,1.0,1.0,0,11,3,0,4,27.0,14,7,0,1,3,313945.0,0,1.0,46,2,1,1,1
6.0,32,63,1.0,22,209906.0,2.0,1.0,0,5,3,0,1,1.0,15,4,3103,1,3,104626.0,0,,71,1,1,1,0
9.0,30,22,1.0,49,38918.0,1.0,1.0,0,2,2,0,6,1.0,10,14,0,3,1,83704.0,0,1.0,31,4,1,1,1
7.0,40,22,1.0,19,295010.0,1.0,5.0,0,4,6,0,2,1.0,9,4,0,3,2,55614.0,0,1.0,26,4,1,1,1
4.0,40,21,1.0,46,262280.0,1.0,1.0,0,2,1,0,4,1.0,10,7,0,1,3,75763.0,0,1.0,41,1,0,0,1
2.0,40,24,1.0,23,208122.0,1.0,,0,4,2,0,2,1.0,9,1,0,3,3,214014.0,0,1.0,42,4,0,1,1
13.0,45,18,1.0,46,341797.0,1.0,5.0,0,10,2,0,4,1.0,8,10,0,3,5,150817.0,0,1.0,24,4,1,0,1
6.0,80,27,4.0,67,163333.0,6.0,1.0,0,5,4,0,11,,15,1,0,3,1,261278.0,0,1.0,32,1,0,0,1
4.0,40,26,1.0,51,321205.0,3.0,1.0,0,2,5,0,4,1.0,10,4,0,3,3,316688.0,0,4.0,29,4,1,1,1
9.0,60,56,1.0,50,184787.0,4.0,1.0,0,1,4,0,2,1.0,13,4,0,3,1,97213.0,0,1.0,38,7,1,0,1
2.0,40,31,1.0,55,146378.0,1.0,1.0,1579,2,3,0,4,1.0,10,6,0,1,2,164243.0,0,6.0,33,1,1,1,1
3.0,30,38,1.0,38,76625.0,1.0,,0,2,4,0,1,1.0,10,4,0,3,3,50149.0,0,1.0,47,4,1,0,1
4.0,60,42,1.0,42,164775.0,1.0,1.0,0,2,3,0,2,1.0,10,2,0,1,2,212760.0,0,,29,4,1,1,0
13.0,72,38,1.0,21,129806.0,5.0,1.0,0,2,3,0,1,1.0,10,11,0,1,1,134444.0,0,1.0,67,1,1,1,1
9.0,45,33,1.0,37,206777.0,5.0,1.0,0,2,3,0,4,1.0,10,1,3103,1,2,352277.0,0,1.0,46,14,1,1,0
7.0,40,19,1.0,26,237873.0,1.0,1.0,0,2,1,0,4,1.0,10,4,0,7,2,162954.0,0,1.0,41,4,1,0,1
5.0,45,55,1.0,32,194630.0,1.0,1.0,0,1,3,0,3,1.0,13,4,0,1,3,189719.0,0,1.0,24,11,1,1,0
2.0,40,36,1.0,62,209101.0,1.0,4.0,0,13,5,0,4,1.0,6,2,0,2,5,305352.0,0,1.0,60,11,0,1,1
3.0,40,64,1.0,29,23740.0,1.0,1.0,0,15,3,0,4,1.0,3,11,0,1,3,265786.0,0,1.0,58,4,0,1,1
8.0,40,55,1.0,18,311478.0,1.0,1.0,0,13,3,0,2,1.0,6,11,0,1,3,148773.0,0,1.0,26,4,1,1,1
4.0,40,50,1.0,59,38257.0,1.0,1.0,0,4,4,0,4,1.0,9,1,0,2,1,160400.0,0,3.0,59,1,1,0,1
4.0,40,46,1.0,56,188436.0,1.0,1.0,0,2,6,6767,8,1.0,10,4,0,2,2,171807.0,0,4.0,28,7,1,0,1
5.0,60,42,21.0,18,140300.0,1.0,1.0,0,11,3,0,2,1.0,14,9,0,1,3,203554.0,0,,34,4,1,1,0
9.0,25,20,1.0,42,406641.0,1.0,1.0,0,2,4,99999,4,1.0,10,1,0,3,3,175800.0,0,1.0,47,4,1,0,1
6.0,30,54,1.0,41,23940.0,2.0,1.0,0,11,4,0,1,1.0,14,4,0,2,1,136224.0,0,2.0,50,2,1,0,1
7.0,40,54,1.0,24,235109.0,1.0,1.0,0,13,3,0,4,1.0,6,1,0,1,3,294991.0,0,1.0,62,4,1,1,1
1.0,40,39,1.0,32,315476.0,1.0,2.0,0,1,3,0,1,,13,4,3137,1,3,258276.0,0,1.0,18,4,0,1,1
10.0,60,39,1.0,72,174063.0,2.0,1.0,0,2,3,0,15,1.0,10,2,0,1,1,83242.0,0,6.0,59,1,1,1,1
10.0,60,47,1.0,30,205152.0,2.0,1.0,0,1,3,0,13,1.0,13,2,0,1,3,83064.0,0,5.0,33,1,1,1,1
6.0,40,34,1.0,41,144397.0,1.0,,0,1,3,0,2,1.0,13,2,0,1,2,161153.0,0,1.0,30,1,1,1,0
11.0,60,51,10.0,48,160951.0,1.0,1.0,0,4,3,0,2,1.0,9,14,0,1,3,30008.0,0,6.0,46,6,1,1,1
6.0,60,34,1.0,57,264351.0,3.0,1.0,0,1,3,0,4,1.0,13,11,0,1,1,175761.0,0,1.0,18,4,1,1,0
4.0,50,49,1.0,36,27661.0,1.0,,0,1,3,0,2,1.0,13,2,0,1,3,268022.0,0,1.0,46,1,1,1,0
6.0,46,29,1.0,17,397317.0,1.0,1.0,0,1,1,0,4,1.0,13,4,0,1,1,233168.0,0,1.0,63,2,1,0,0
3.0,80,34,30.0,33,195946.0,5.0,,0,6,3,0,2,1.0,12,12,0,1,1,432204.0,0,5.0,49,2,1,1,1
2.0,40,32,1.0,41,199193.0,2.0,1.0,0,1,3,0,6,1.0,13,4,0,1,1,39369.0,0,1.0,29,7,1,1,1
5.0,32,26,1.0,56,147258.0,1.0,5.0,0,11,4,0,8,1.0,14,4,0,3,6,97698.0,0,5.0,24,7,1,1,1
10.0,48,66,,39,252327.0,2.0,1.0,0,9,3,15024,3,1.0,4,1,0,1,1,212185.0,0,1.0,46,1,1,1,1
5.0,50,51,1.0,57,89814.0,1.0,1.0,0,1,3,0,2,1.0,13,4,0,1,1,259323.0,0,1.0,43,1,1,1,0
3.0,15,19,1.0,24,187581.0,1.0,1.0,0,4,2,7688,4,1.0,9,10,0,3,3,274830.0,0,1.0,42,2,1,0,1
4.0,27,58,1.0,44,624006.0,1.0,1.0,0,11,4,0,2,1.0,14,2,0,5,2,110844.0,0,,18,1,1,0,1
2.0,40,33,6.0,22,340534.0,1.0,1.0,1740,2,3,0,13,1.0,10,5,0,1,1,146440.0,0,1.0,65,4,1,1,1
8.0,40,45,1.0,60,241752.0,1.0,2.0,0,4,3,0,2,1.0,9,2,0,1,1,256649.0,0,2.0,48,4,0,1,1
9.0,50,23,1.0,61,161744.0,1.0,1.0,0,1,2,0,11,1.0,13,4,0,3,3,209483.0,0,1.0,40,4,1,0,1
2.0,46,48,1.0,61,140752.0,1.0,1.0,1848,6,3,0,15,1.0,12,13,0,1,3,187715.0,0,1.0,80,2,1,1,0
1.0,40,59,1.0,45,132973.0,1.0,1.0,0,11,3,0,11,14.0,14,4,0,1,5,59469.0,0,1.0,57,11,1,1,1
5.0,40,40,1.0,20,51662.0,1.0,1.0,0,1,3,0,11,1.0,13,2,0,1,3,107306.0,0,1.0,19,11,1,1,0
4.0,45,24,33.0,48,148509.0,1.0,1.0,0,4,6,0,4,1.0,9,2,0,3,3,205865.0,0,5.0,48,2,1,1,1
8.0,40,39,1.0,19,103573.0,1.0,1.0,0,2,4,0,1,1.0,10,1,0,2,3,172571.0,0,1.0,58,2,1,1,1
5.0,45,42,4.0,36,321763.0,1.0,1.0,0,6,4,1409,2,1.0,12,4,0,3,3,149102.0,0,1.0,80,1,1,1,1
5.0,20,64,5.0,40,146154.0,1.0,2.0,0,11,3,0,2,1.0,14,4,0,1,1,188659.0,0,1.0,57,1,1,1,0
1.0,45,31,1.0,33,58343.0,1.0,1.0,0,1,4,0,2,1.0,13,7,0,3,3,183778.0,0,1.0,25,2,1,1,1
2.0,40,45,1.0,61,379242.0,1.0,1.0,0,4,4,0,4,1.0,9,2,0,3,1,347321.0,0,1.0,23,1,1,1,1
1.0,40,39,1.0,38,372149.0,1.0,1.0,0,6,4,0,4,1.0,12,4,0,3,1,176634.0,0,2.0,36,4,1,0,1
6.0,48,39,1.0,33,139268.0,6.0,6.0,0,11,3,0,4,12.0,14,1,0,1,1,25806.0,1741,1.0,37,4,0,1,1
5.0,42,28,1.0,29,298577.0,1.0,5.0,0,1,3,0,2,1.0,13,4,0,1,2,101618.0,0,1.0,46,2,1,1,0
2.0,10,64,12.0,29,83444.0,3.0,1.0,0,4,3,3942,8,1.0,9,4,2635,1,7,213574.0,0,1.0,40,2,1,1,1
9.0,45,56,1.0,38,285408.0,1.0,4.0,0,2,4,0,2,6.0,10,4,0,2,1,147202.0,0,1.0,65,1,1,0,1
,14,29,1.0,37,110226.0,,2.0,0,2,2,2009,4,1.0,10,7,0,1,5,429696.0,0,3.0,29,1,0,0,1
3.0,40,36,12.0,31,110380.0,5.0,4.0,0,1,2,8614,2,1.0,13,4,0,2,3,126569.0,0,1.0,51,9,1,1,1
6.0,40,50,1.0,40,180572.0,5.0,1.0,0,11,1,0,4,1.0,14,4,0,1,1,173224.0,0,5.0,45,4,1,0,1
6.0,40,59,1.0,41,62834.0,2.0,1.0,0,14,3,0,4,1.0,16,3,0,1,1,182142.0,0,1.0,49,2,1,1,1
5.0,50,46,1.0,29,167280.0,1.0,1.0,1902,2,3,0,3,1.0,10,4,0,1,1,185041.0,0,1.0,53,2,1,1,0
3.0,40,27,1.0,38,268147.0,1.0,1.0,0,4,3,0,2,18.0,9,2,0,1,1,123302.0,0,1.0,55,4,1,1,1
2.0,45,28,1.0,25,148709.0,1.0,1.0,0,4,3,0,13,1.0,9,2,0,1,1,61435.0,0,4.0,28,4,1,1,1
8.0,20,18,1.0,27,150062.0,1.0,1.0,0,2,2,4865,4,1.0,10,2,0,3,3,56613.0,0,1.0,43,4,1,0,1
2.0,40,50,1.0,46,236523.0,1.0,1.0,0,4,3,0,1,1.0,9,2,0,1,1,144361.0,0,1.0,38,4,1,1,1
13.0,47,34,1.0,30,219266.0,6.0,1.0,0,2,6,0,4,1.0,10,1,0,2,3,334422.0,0,6.0,45,2,0,1,1
,40,69,1.0,17,221464.0,,5.0,0,4,3,0,8,1.0,9,2,0,1,3,156387.0,0,2.0,17,2,1,1,1
9.0,55,54,1.0,45,149388.0,5.0,1.0,0,2,1,0,1,1.0,10,10,0,1,3,287831.0,0,1.0,60,4,0,0,0
2.0,60,35,1.0,33,384308.0,2.0,1.0,0,4,3,0,4,1.0,9,1,0,1,3,153066.0,0,1.0,62,8,1,1,0
1.0,10,18,1.0,21,100285.0,1.0,1.0,0,4,2,0,4,1.0,9,5,0,3,1,89419.0,0,1.0,17,4,1,0,1
6.0,40,43,12.0,25,364899.0,1.0,,0,1,3,0,4,1.0,13,1,5178,1,2,171087.0,0,1.0,39,15,1,1,0
8.0,40,25,1.0,23,387074.0,1.0,1.0,0,4,6,2885,1,1.0,9,2,0,3,4,149486.0,0,,39,4,0,1,1
6.0,50,35,1.0,32,143385.0,3.0,1.0,0,5,3,0,7,1.0,15,4,0,1,1,237713.0,0,,25,11,1,1,0
3.0,15,22,1.0,32,56774.0,1.0,1.0,0,4,4,0,4,1.0,9,4,0,3,2,97212.0,0,1.0,30,2,1,0,1
1.0,50,51,1.0,41,215039.0,1.0,3.0,0,4,3,0,4,1.0,9,2,7298,1,3,237630.0,0,1.0,66,3,1,1,0
4.0,35,34,1.0,18,217201.0,1.0,1.0,0,4,4,0,1,1.0,9,4,0,3,3,137900.0,0,6.0,47,7,1,0,1
5.0,60,31,1.0,20,297767.0,1.0,1.0,0,11,3,0,4,24.0,14,2,0,1,1,176185.0,0,1.0,55,13,1,1,0
4.0,78,38,1.0,18,200471.0,3.0,1.0,0,4,3,0,8,1.0,9,1,0,1,3,314007.0,0,5.0,43,4,1,1,1
1.0,40,26,1.0,49,99928.0,1.0,5.0,0,4,4,0,7,1.0,9,2,0,3,3,177625.0,0,1.0,25,4,1,1,1
9.0,52,46,1.0,25,43910.0,1.0,1.0,0,4,1,0,4,1.0,9,2,3103,1,2,31432.0,0,1.0,40,1,1,0,0
4.0,12,17,1.0,57,78855.0,1.0,1.0,0,3,2,0,2,1.0,7,7,0,3,3,242718.0,0,1.0,43,2,1,1,1
7.0,40,23,1.0,52,127139.0,1.0,5.0,0,2,4,0,6,1.0,10,1,0,3,1,322674.0,0,1.0,50,4,1,1,1
5.0,35,34,1.0,39,147921.0,2.0,1.0,1485,1,3,0,4,,13,7,0,1,2,213226.0,0,1.0,33,5,1,1,1
3.0,38,52,1.0,72,479621.0,1.0,1.0,0,4,4,0,4,1.0,9,1,0,2,1,31460.0,0,1.0,19,11,1,1,1
7.0,40,58,1.0,22,334291.0,2.0,2.0,0,4,3,7688,5,1.0,9,3,0,1,3,321171.0,0,1.0,20,3,1,1,1
5.0,40,33,1.0,46,128777.0,1.0,1.0,0,1,3,0,1,1.0,13,6,0,1,1,188246.0,0,1.0,23,1,1,1,1
11.0,65,41,1.0,61,96321.0,1.0,3.0,0,2,3,0,4,1.0,10,2,0,1,3,355918.0,0,1.0,25,9,1,1,0
2.0,40,50,1.0,23,162593.0,5.0,2.0,0,2,3,0,2,1.0,10,4,0,1,2,92486.0,0,,55,4,1,1,1
,40,20,1.0,29,384651.0,,1.0,0,2,4,0,14,1.0,10,2,0,3,1,123536.0,0,1.0,19,10,0,0,1
2.0,75,27,1.0,26,190885.0,1.0,6.0,0,13,6,15024,4,1.0,6,4,0,3,3,144063.0,0,1.0,53,2,1,1,1
13.0,35,51,1.0,46,255675.0,5.0,1.0,0,2,3,0,4,1.0,10,6,0,1,6,80123.0,0,2.0,35,4,1,1,1
4.0,60,46,21.0,47,111499.0,3.0,,1977,11,3,0,1,1.0,14,3,0,1,1,216414.0,0,4.0,52,1,1,1,0
7.0,40,31,1.0,42,162970.0,1.0,1.0,0,4,4,0,2,1.0,9,2,0,4,1,122347.0,0,5.0,41,4,1,1,1
4.0,40,26,1.0,50,120131.0,1.0,5.0,0,1,4,7298,2,1.0,13,4,0,3,3,89326.0,0,1.0,27,8,1,1,1
4.0,80,59,1.0,25,108713.0,2.0,1.0,0,2,1,0,4,1.0,10,11,0,1,1,81107.0,0,1.0,46,6,1,0,0
3.0,35,32,9.0,26,566049.0,1.0,1.0,0,5,4,0,3,1.0,15,4,0,3,1,147921.0,0,1.0,25,14,1,0,1
3.0,5,79,1.0,26,168038.0,1.0,1.0,0,9,6,0,1,1.0,4,1,0,5,1,121552.0,0,1.0,45,4,0,1,1
,40,36,1.0,53,263746.0,,1.0,0,3,4,0,2,1.0,7,1,0,3,1,342480.0,0,1.0,38,2,0,1,1
4.0,25,19,1.0,28,31603.0,1.0,1.0,0,2,2,0,2,1.0,10,4,0,3,3,177945.0,0,1.0,28,1,1,1,1
7.0,32,23,1.0,41,475322.0,1.0,1.0,0,6,2,0,2,1.0,12,1,0,3,3,234108.0,0,1.0,49,2,1,1,1
2.0,55,33,1.0,44,148522.0,3.0,6.0,0,2,3,0,4,1.0,10,4,7298,1,3,218164.0,0,2.0,35,4,1,1,0
7.0,40,52,1.0,38,166543.0,1.0,1.0,0,8,3,0,2,1.0,5,4,0,1,1,95704.0,0,1.0,40,1,1,1,1
13.0,40,40,9.0,31,197838.0,5.0,1.0,2444,2,4,3103,1,1.0,10,2,0,3,3,147372.0,0,1.0,48,4,1,1,0
4.0,50,60,1.0,38,202682.0,1.0,1.0,0,9,3,0,4,1.0,4,2,0,1,1,220729.0,0,5.0,42,11,1,1,1
7.0,50,29,1.0,26,253642.0,1.0,1.0,0,7,6,0,3,1.0,11,1,0,2,4,151382.0,0,1.0,18,9,1,1,1
9.0,6,72,1.0,68,211450.0,1.0,5.0,0,2,4,0,1,1.0,10,4,0,5,1,131699.0,0,1.0,65,2,1,0,1
9.0,40,39,1.0,28,162312.0,6.0,1.0,0,2,3,0,4,,10,2,0,1,1,65390.0,0,1.0,36,9,1,1,1
5.0,46,25,1.0,35,411560.0,1.0,1.0,0,2,2,4508,4,1.0,10,4,0,3,1,241825.0,0,1.0,50,1,1,1,1
9.0,40,26,1.0,21,207025.0,6.0,2.0,0,2,4,0,2,1.0,10,2,0,3,1,232914.0,0,1.0,53,13,1,0,1
6.0,35,43,1.0,50,174789.0,1.0,1.0,0,5,6,0,3,1.0,15,2,15020,2,1,182521.0,0,5.0,58,4,1,0,0
3.0,10,20,1.0,36,137691.0,1.0,1.0,0,2,2,0,1,1.0,10,2,0,3,1,334105.0,0,1.0,44,4,1,0,1
6.0,54,53,1.0,64,104737.0,1.0,1.0,1564,11,4,0,4,1.0,14,2,0,3,3,156843.0,0,2.0,19,11,1,0,0
2.0,40,57,1.0,51,178818.0,1.0,5.0,0,4,3,2202,7,1.0,9,7,0,1,2,110820.0,0,1.0,28,2,1,1,0
,16,58,1.0,21,275446.0,,1.0,0,3,3,0,13,1.0,7,1,0,1,1,158506.0,0,2.0,36,15,1,1,1
2.0,10,68,1.0,66,189728.0,1.0,1.0,0,2,4,0,2,1.0,10,3,0,5,3,192656.0,0,3.0,29,2,1,1,1
6.0,25,38,1.0,28,372967.0,1.0,6.0,0,11,3,0,4,1.0,14,2,0,1,5,173208.0,0,1.0,31,11,1,1,1
,2,76,1.0,35,123411.0,,2.0,0,4,4,0,8,1.0,9,2,0,5,1,211453.0,0,1.0,63,4,0,0,1
5.0,42,39,1.0,22,644278.0,1.0,1.0,0,14,3,0,13,1.0,16,2,0,1,1,132879.0,0,1.0,79,2,1,1,0
2.0,45,29,1.0,51,117496.0,1.0,1.0,0,4,3,6418,6,1.0,9,4,0,1,3,160731.0,0,3.0,38,14,1,1,0
2.0,40,42,4.0,25,111483.0,1.0,1.0,0,7,3,0,3,1.0,11,1,0,1,6,165815.0,0,1.0,32,3,1,1,1
2.0,6,69,4.0,37,77370.0,5.0,3.0,0,4,3,0,4,1.0,9,4,1424,1,1,61958.0,0,6.0,55,4,1,1,1
2.0,30,27,1.0,24,107233.0,1.0,2.0,0,13,4,0,2,1.0,6,2,0,3,3,204098.0,0,1.0,35,9,1,1,1
2.0,50,52,1.0,23,269733.0,2.0,1.0,0,4,3,0,4,8.0,9,13,0,1,1,98642.0,0,1.0,38,8,1,1,0
2.0,45,46,1.0,52,146429.0,1.0,3.0,0,2,3,0,4,1.0,10,1,15024,1,3,155659.0,0,,41,3,1,1,0
3.0,30,21,,20,102258.0,1.0,5.0,0,4,2,0,4,1.0,9,1,0,3,3,221157.0,0,1.0,46,7,0,0,1
4.0,40,42,1.0,34,190625.0,1.0,1.0,0,4,3,0,4,1.0,9,4,0,1,3,39324.0,0,2.0,29,2,1,1,1
8.0,40,23,1.0,25,226883.0,1.0,1.0,0,4,4,0,14,1.0,9,4,0,4,2,157145.0,0,1.0,32,4,1,1,1
2.0,40,36,30.0,32,337940.0,1.0,1.0,0,4,3,14084,3,1.0,9,11,0,1,3,301614.0,0,5.0,30,4,1,1,1
2.0,50,37,1.0,35,87891.0,1.0,1.0,0,4,3,0,2,1.0,9,2,0,1,1,549174.0,0,1.0,43,4,1,1,0
4.0,25,19,1.0,43,243367.0,1.0,1.0,0,4,2,0,11,1.0,9,7,0,3,3,204337.0,0,1.0,32,5,1,0,1
2.0,38,31,1.0,44,186790.0,1.0,4.0,0,7,3,0,3,1.0,11,1,3464,1,3,149507.0,0,,52,4,1,1,1
7.0,40,52,1.0,57,177851.0,1.0,1.0,0,3,6,0,1,1.0,7,6,0,4,1,196894.0,0,1.0,32,4,1,1,1
,40,25,1.0,31,454321.0,,1.0,1602,4,2,0,4,1.0,9,11,0,3,3,122745.0,0,3.0,50,2,1,1,1
7.0,40,26,1.0,24,66414.0,1.0,1.0,0,4,2,0,1,17.0,9,4,0,3,2,262413.0,0,6.0,62,15,1,0,1
2.0,40,47,1.0,51,273287.0,1.0,2.0,0,4,3,0,11,1.0,9,14,0,1,1,169549.0,0,1.0,39,4,1,1,0
4.0,46,39,12.0,35,229997.0,1.0,2.0,1887,4,3,0,1,1.0,9,2,0,1,2,355468.0,0,4.0,56,2,1,1,0
5.0,40,63,1.0,34,182629.0,3.0,2.0,0,7,3,0,10,1.0,11,3,0,1,4,272425.0,0,5.0,25,2,1,1,0
5.0,38,38,1.0,69,229296.0,1.0,,0,11,4,0,11,1.0,14,4,0,3,3,67666.0,0,1.0,21,11,0,0,1
,40,46,1.0,35,216724.0,,1.0,0,4,3,0,4,1.0,9,4,0,1,1,162034.0,0,2.0,41,4,1,1,1
9.0,30,20,1.0,52,208043.0,1.0,1.0,0,2,2,0,6,1.0,10,4,0,3,1,151790.0,0,2.0,19,4,1,0,1
3.0,25,39,1.0,45,123011.0,1.0,1.0,0,2,4,0,1,1.0,10,1,0,3,3,240841.0,0,1.0,37,1,1,0,1
4.0,40,37,1.0,35,244366.0,1.0,6.0,0,2,1,0,14,1.0,10,6,7298,1,1,190987.0,0,1.0,40,4,1,0,0
2.0,40,30,1.0,55,271013.0,1.0,3.0,0,2,4,0,14,1.0,10,2,0,3,3,143766.0,0,,58,4,1,1,1
5.0,50,48,1.0,54,99146.0,1.0,1.0,0,2,4,0,9,1.0,10,2,0,2,4,190072.0,0,5.0,32,4,1,1,0
4.0,50,29,1.0,48,295919.0,1.0,1.0,0,4,4,0,14,1.0,9,2,0,2,1,29865.0,0,1.0,27,2,0,0,1
6.0,40,28,1.0,47,31023.0,1.0,1.0,0,6,3,0,3,1.0,12,4,0,1,1,189530.0,0,1.0,17,1,1,1,0
3.0,40,29,1.0,40,186452.0,1.0,1.0,0,2,6,0,4,1.0,10,4,0,3,1,265638.0,0,1.0,60,1,0,0,1
11.0,45,39,1.0,40,90308.0,1.0,5.0,0,4,3,0,1,1.0,9,4,0,1,3,433592.0,0,1.0,52,3,0,1,0
2.0,48,47,21.0,41,55457.0,1.0,1.0,0,8,3,2354,11,1.0,5,8,4386,1,1,138999.0,0,6.0,26,11,1,1,0
3.0,40,24,4.0,41,36302.0,1.0,1.0,0,4,4,0,4,1.0,9,4,0,3,1,235722.0,0,,60,4,1,1,1
4.0,60,45,21.0,35,225135.0,2.0,1.0,0,1,3,0,7,1.0,13,4,2829,1,3,31478.0,0,2.0,25,2,1,1,1
8.0,25,23,1.0,23,27802.0,1.0,,0,2,2,0,4,1.0,10,4,0,3,3,224954.0,0,2.0,45,4,1,1,1
10.0,45,21,1.0,18,113324.0,1.0,5.0,0,4,2,0,4,1.0,9,1,0,3,2,199698.0,0,1.0,18,1,1,1,1
2.0,40,35,1.0,61,286342.0,1.0,1.0,0,4,6,0,2,1.0,9,7,0,2,1,417136.0,0,2.0,20,1,0,1,1
6.0,55,40,1.0,56,229636.0,3.0,1.0,0,11,3,0,1,38.0,14,2,0,1,1,102576.0,0,3.0,40,4,0,1,1
9.0,45,39,1.0,29,201991.0,1.0,1.0,0,2,2,0,2,1.0,10,1,2174,3,3,115418.0,0,1.0,60,1,1,0,1
10.0,16,19,1.0,59,173866.0,1.0,1.0,0,8,5,0,2,21.0,5,4,0,3,1,277695.0,0,1.0,25,13,1,1,1
2.0,40,35,1.0,24,177305.0,1.0,5.0,0,7,3,0,10,1.0,11,4,3103,1,3,38948.0,0,3.0,33,2,1,1,0
7.0,50,24,1.0,31,129150.0,1.0,1.0,0,4,3,0,9,1.0,9,1,0,1,2,249909.0,0,1.0,22,1,1,1,1
3.0,28,36,1.0,33,167261.0,1.0,1.0,0,2,2,0,6,1.0,10,8,0,6,1,367216.0,0,5.0,51,13,1,0,1
1.0,20,26,9.0,29,213140.0,1.0,1.0,0,2,2,0,8,1.0,10,12,0,3,3,33939.0,0,3.0,46,1,1,1,1
,40,73,1.0,55,199883.0,,2.0,0,1,3,0,3,1.0,13,4,0,1,1,185939.0,0,5.0,49,2,1,1,1
2.0,40,48,1.0,39,211360.0,1.0,1.0,0,4,3,0,4,1.0,9,11,0,1,1,144844.0,0,1.0,39,1,1,1,1
8.0,48,36,1.0,51,77271.0,1.0,,0,10,3,0,7,1.0,8,1,0,1,1,86643.0,0,5.0,32,11,1,1,1
4.0,40,65,6.0,43,188972.0,1.0,1.0,0,4,3,0,13,1.0,9,2,9386,1,1,193216.0,0,1.0,68,2,1,1,0
1.0,40,67,1.0,43,55104.0,1.0,1.0,0,6,4,0,6,1.0,12,1,0,2,2,23580.0,0,4.0,39,4,1,0,1
3.0,40,36,1.0,33,196385.0,1.0,1.0,0,4,4,0,13,1.0,9,4,0,5,1,129263.0,0,5.0,44,12,1,0,1
2.0,40,25,5.0,26,184493.0,1.0,1.0,0,4,2,0,11,1.0,9,1,0,3,5,188767.0,0,1.0,33,3,1,1,1
4.0,50,39,1.0,60,281668.0,1.0,1.0,0,1,4,0,1,1.0,13,1,0,4,3,192337.0,0,1.0,31,2,1,1,1
6.0,40,44,1.0,38,239284.0,1.0,6.0,0,11,3,0,2,1.0,14,4,7298,1,3,54310.0,0,1.0,23,1,1,1,0
4.0,40,35,1.0,34,226379.0,1.0,2.0,0,4,3,0,4,27.0,9,13,0,1,1,208106.0,0,1.0,37,4,1,1,1
9.0,40,36,1.0,44,148509.0,1.0,1.0,0,4,2,0,4,1.0,9,2,0,3,3,287658.0,0,5.0,49,4,0,1,1
4.0,50,37,1.0,48,133917.0,1.0,1.0,0,4,3,0,9,1.0,9,4,0,1,1,167415.0,0,1.0,38,5,1,1,1
3.0,40,41,21.0,44,331527.0,1.0,1.0,0,4,6,0,4,4.0,9,5,0,3,3,230931.0,0,2.0,41,3,1,0,1
3.0,10,38,20.0,31,84428.0,2.0,1.0,0,1,3,0,1,1.0,13,3,0,1,2,322143.0,0,1.0,67,4,1,1,1
9.0,20,25,1.0,18,246439.0,2.0,1.0,0,1,4,0,3,1.0,13,6,0,3,3,257574.0,0,1.0,64,4,0,0,1
13.0,50,47,1.0,43,116379.0,5.0,1.0,0,11,4,0,10,1.0,14,7,0,2,1,193012.0,0,5.0,20,5,0,1,0
5.0,50,48,1.0,48,263200.0,2.0,1.0,0,1,3,0,2,1.0,13,2,99999,1,3,107231.0,0,2.0,37,4,1,1,0
3.0,30,29,1.0,40,334418.0,1.0,1.0,0,2,4,0,2,19.0,10,1,0,3,4,262208.0,0,1.0,39,4,0,0,1
